// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 一旦寮に戻り、ジャージに着替える。
<0000> Returning to the dorm, we changed to our jerseys.

//<0001> ジャージに着替えて、トレーニングの準備をする。
<0001> Having changed into our jerseys, we started the preparation for the training.

//<0002> nothing
<2667> 男子生徒

//<2668> ？？
<2668> ？？

//<2669> 「ここが、照門」
<2669> 「ここが、照門」

//<2670> 山がふたつ並んだような突起物だ。
<2670> 山がふたつ並んだような突起物だ。

//<2671> nothing
<2671> nothing

//<2672> nothing
<2672> nothing

//<2673> nothing
<2673> nothing

//<2674> nothing
<2674> nothing

//<2675> nothing
<2675> nothing

//<2676> Hinata
<2676> Hinata

//<2677> 男Ｂ
<2677> 男Ｂ

//<2678> Super Horny Squad Leader
<2678> Super Horny Squad Leader

//<2679> Handsome-chin
<2679> Handsome-chin

//<2680> Homota
<2680> Homota

//<2681> Hina-chin
<2681> Hina-chin

//<2682> Hideki
<2682> Hideki

//<2683> 男子生徒
<2683> 男子生徒

//<2684> ？？
<2684> ？？

//<2685> 「そして、先についているここが、照星」
<2685> 「そして、先についているここが、照星」

//<2686> こちらはひとつだけの突起物。
<2686> こちらはひとつだけの突起物。

//<2687> nothing
<2687> nothing

//<2688> nothing
<2688> nothing

//<2689> nothing
<2689> nothing

//<2690> nothing
<2690> nothing

//<2691> nothing
<2691> nothing

//<2692> Hinata
<2692> Hinata

//<2693> 男Ｂ
<2693> 男Ｂ

//<2694> Super Horny Squad Leader
<2694> Super Horny Squad Leader

//<2695> Handsome-chin
<2695> Handsome-chin

//<2696> Homota
<2696> Homota

//<2697> Hina-chin
<2697> Hina-chin

//<2698> Hideki
<2698> Hideki

//<2699> 男子生徒
<2699> 男子生徒

//<2700> ？？
<2700> ？？

//<2701> 「照門の間に照星が見える角度を探せ」
<2701> 「照門の間に照星が見える角度を探せ」

//<2702> nothing
<2702> nothing

//<2703> nothing
<2703> nothing

//<2704> nothing
<2704> nothing

//<2705> nothing
<2705> nothing

//<2706> nothing
<2706> nothing

//<2707> nothing
<2707> nothing

//<2708> Otonashi
<2708> Otonashi

//<2709> クソ坊主
<2709> クソ坊主

//<2710> 代理人
<2710> 代理人

//<2711> 微妙すぎるイケメン
<2711> 微妙すぎるイケメン

//<2712> ロリコン
<2712> ロリコン

//<2713> メガネ仲間
<2713> メガネ仲間

//<2714> 暗算日本記録保持者
<2714> 暗算日本記録保持者

//<2715> 通り魔
<2715> 通り魔

//<2716> 記憶ナシ男
<2716> 記憶ナシ男

//<2717> 音速
<2717> 音速

//<2718> 無限
<2718> 無限

//<2719> Horny Samurai
<2719> Horny Samurai

//<2720> Super Horny Squad Member 1
<2720> Super Horny Squad Member 1

//<2721> Horny Boy
<2721> Horny Boy

//<2722> Ugly Yuri
<2722> Ugly Yuri

//<2723> Depussy
<2723> Depussy

//<2724> Perverted American Dog
<2724> Perverted American Dog

//<2725> Zeus
<2725> Zeus

//<2726> Hinata mark II
<2726> Hinata mark II

//<2727> Dung Beetle
<2727> Dung Beetle

//<2728> Mass Produced Hinata
<2728> Mass Produced Hinata

//<2729> ？？
<2729> ？？

//<2730> 「ああ…出来た」
<2730> 「ああ…出来た」

//<2731> Hinata
<2731> Hinata

//<2732> 男Ｂ
<2732> 男Ｂ

//<2733> Super Horny Squad Leader
<2733> Super Horny Squad Leader

//<2734> Handsome-chin
<2734> Handsome-chin

//<2735> Homota
<2735> Homota

//<2736> Hina-chin
<2736> Hina-chin

//<2737> Hideki
<2737> Hideki

//<2738> 男子生徒
<2738> 男子生徒

//<2739> ？？
<2739> ？？

//<2740> 「さらにその先の的となるコーヒー缶に焦点を合わせろ」
<2740> 「さらにその先の的となるコーヒー缶に焦点を合わせろ」

//<2741> Otonashi
<2741> Otonashi

//<2742> クソ坊主
<2742> クソ坊主

//<2743> 代理人
<2743> 代理人

//<2744> 微妙すぎるイケメン
<2744> 微妙すぎるイケメン

//<2745> ロリコン
<2745> ロリコン

//<2746> メガネ仲間
<2746> メガネ仲間

//<2747> 暗算日本記録保持者
<2747> 暗算日本記録保持者

//<2748> 通り魔
<2748> 通り魔

//<2749> 記憶ナシ男
<2749> 記憶ナシ男

//<2750> 音速
<2750> 音速

//<2751> 無限
<2751> 無限

//<2752> Horny Samurai
<2752> Horny Samurai

//<2753> Super Horny Squad Member 1
<2753> Super Horny Squad Member 1

//<2754> Horny Boy
<2754> Horny Boy

//<2755> Ugly Yuri
<2755> Ugly Yuri

//<2756> Depussy
<2756> Depussy

//<2757> Perverted American Dog
<2757> Perverted American Dog

//<2758> Zeus
<2758> Zeus

//<2759> Hinata mark II
<2759> Hinata mark II

//<2760> Dung Beetle
<2760> Dung Beetle

//<2761> Mass Produced Hinata
<2761> Mass Produced Hinata

//<2762> ？？
<2762> ？？

//<2763> 「ああ」
<2763> 「ああ」

//<2764> Hinata
<2764> Hinata

//<2765> 男Ｂ
<2765> 男Ｂ

//<2766> Super Horny Squad Leader
<2766> Super Horny Squad Leader

//<2767> Handsome-chin
<2767> Handsome-chin

//<2768> Homota
<2768> Homota

//<2769> Hina-chin
<2769> Hina-chin

//<2770> Hideki
<2770> Hideki

//<2771> 男子生徒
<2771> 男子生徒

//<2772> ？？
<2772> ？？

//<2773> 「右利きだったら、伸ばした右腕に頬を当てろ。上から見た時、直角三角形になるように」
<2773> 「右利きだったら、伸ばした右腕に頬を当てろ。上から見た時、直角三角形になるように」

//<2774> Otonashi
<2774> Otonashi

//<2775> クソ坊主
<2775> クソ坊主

//<2776> 代理人
<2776> 代理人

//<2777> 微妙すぎるイケメン
<2777> 微妙すぎるイケメン

//<2778> ロリコン
<2778> ロリコン

//<2779> メガネ仲間
<2779> メガネ仲間

//<2780> 暗算日本記録保持者
<2780> 暗算日本記録保持者

//<2781> 通り魔
<2781> 通り魔

//<2782> 記憶ナシ男
<2782> 記憶ナシ男

//<2783> 音速
<2783> 音速

//<2784> 無限
<2784> 無限

//<2785> Horny Samurai
<2785> Horny Samurai

//<2786> Super Horny Squad Member 1
<2786> Super Horny Squad Member 1

//<2787> Horny Boy
<2787> Horny Boy

//<2788> Ugly Yuri
<2788> Ugly Yuri

//<2789> Depussy
<2789> Depussy

//<2790> Perverted American Dog
<2790> Perverted American Dog

//<2791> Zeus
<2791> Zeus

//<2792> Hinata mark II
<2792> Hinata mark II

//<2793> Dung Beetle
<2793> Dung Beetle

//<2794> Mass Produced Hinata
<2794> Mass Produced Hinata

//<2795> ？？
<2795> ？？

//<2796> 「…できた」
<2796> 「…できた」

//<2797> Hinata
<2797> Hinata

//<2798> 男Ｂ
<2798> 男Ｂ

//<2799> Super Horny Squad Leader
<2799> Super Horny Squad Leader

//<2800> Handsome-chin
<2800> Handsome-chin

//<2801> Homota
<2801> Homota

//<2802> Hina-chin
<2802> Hina-chin

//<2803> Hideki
<2803> Hideki

//<2804> 男子生徒
<2804> 男子生徒

//<2805> ？？
<2805> ？？

//<2806> 「それで撃ってみろ」
<2806> 「それで撃ってみろ」

//<2807> 肩と両腕に力を込め、引き金を引く。
<2807> 肩と両腕に力を込め、引き金を引く。

//<2808> se_handgun2
<2808> se_handgun2

//<2809> None
<2809> None

//<2810> Hinata
<2810> Hinata

//<2811> 男Ｂ
<2811> 男Ｂ

//<2812> Super Horny Squad Leader
<2812> Super Horny Squad Leader

//<2813> Handsome-chin
<2813> Handsome-chin

//<2814> Homota
<2814> Homota

//<2815> Hina-chin
<2815> Hina-chin

//<2816> Hideki
<2816> Hideki

//<2817> 男子生徒
<2817> 男子生徒

//<2818> ？？
<2818> ？？

//<2819> 「惜しい!」
<2819> 「惜しい!」

//<2820> 着弾した岩肌から煙が上がる。
<2820> 着弾した岩肌から煙が上がる。

//<2821> 銃弾は缶のすぐ上だった。
<2821> 銃弾は缶のすぐ上だった。

//<2822> Otonashi
<2822> Otonashi

//<2823> クソ坊主
<2823> クソ坊主

//<2824> 代理人
<2824> 代理人

//<2825> 微妙すぎるイケメン
<2825> 微妙すぎるイケメン

//<2826> ロリコン
<2826> ロリコン

//<2827> メガネ仲間
<2827> メガネ仲間

//<2828> 暗算日本記録保持者
<2828> 暗算日本記録保持者

//<2829> 通り魔
<2829> 通り魔

//<2830> 記憶ナシ男
<2830> 記憶ナシ男

//<2831> 音速
<2831> 音速

//<2832> 無限
<2832> 無限

//<2833> Horny Samurai
<2833> Horny Samurai

//<2834> Super Horny Squad Member 1
<2834> Super Horny Squad Member 1

//<2835> Horny Boy
<2835> Horny Boy

//<2836> Ugly Yuri
<2836> Ugly Yuri

//<2837> Depussy
<2837> Depussy

//<2838> Perverted American Dog
<2838> Perverted American Dog

//<2839> Zeus
<2839> Zeus

//<2840> Hinata mark II
<2840> Hinata mark II

//<2841> Dung Beetle
<2841> Dung Beetle

//<2842> Mass Produced Hinata
<2842> Mass Produced Hinata

//<2843> ？？
<2843> ？？

//<2844> 「なんとか制御出来た…」
<2844> 「なんとか制御出来た…」

//<2845> nothing
<2845> nothing

//<2846> nothing
<2846> nothing

//<2847> nothing
<2847> nothing

//<2848> nothing
<2848> nothing

//<2849> nothing
<2849> nothing

//<2850> Otonashi
<2850> Otonashi

//<2851> クソ坊主
<2851> クソ坊主

//<2852> 代理人
<2852> 代理人

//<2853> 微妙すぎるイケメン
<2853> 微妙すぎるイケメン

//<2854> ロリコン
<2854> ロリコン

//<2855> メガネ仲間
<2855> メガネ仲間

//<2856> 暗算日本記録保持者
<2856> 暗算日本記録保持者

//<2857> 通り魔
<2857> 通り魔

//<2858> 記憶ナシ男
<2858> 記憶ナシ男

//<2859> 音速
<2859> 音速

//<2860> 無限
<2860> 無限

//<2861> Horny Samurai
<2861> Horny Samurai

//<2862> Super Horny Squad Member 1
<2862> Super Horny Squad Member 1

//<2863> Horny Boy
<2863> Horny Boy

//<2864> Ugly Yuri
<2864> Ugly Yuri

//<2865> Depussy
<2865> Depussy

//<2866> Perverted American Dog
<2866> Perverted American Dog

//<2867> Zeus
<2867> Zeus

//<2868> Hinata mark II
<2868> Hinata mark II

//<2869> Dung Beetle
<2869> Dung Beetle

//<2870> Mass Produced Hinata
<2870> Mass Produced Hinata

//<2871> ？？
<2871> ？？

//<2872> 「Hinata、お前、性癖はアレだけど、教えることがすごく上手いな…。俺もそのまま開発されていくんだろーな…」
<2872> 「Hinata、お前、性癖はアレだけど、教えることがすごく上手いな…。俺もそのまま開発されていくんだろーな…」

//<2873> nothing
<2873> nothing

//<2874> nothing
<2874> nothing

//<2875> nothing
<2875> nothing

//<2876> nothing
<2876> nothing

//<2877> nothing
<2877> nothing

//<2878> Hinata
<2878> Hinata

//<2879> 男Ｂ
<2879> 男Ｂ

//<2880> Super Horny Squad Leader
<2880> Super Horny Squad Leader

//<2881> Handsome-chin
<2881> Handsome-chin

//<2882> Homota
<2882> Homota

//<2883> Hina-chin
<2883> Hina-chin

//<2884> Hideki
<2884> Hideki

//<2885> 男子生徒
<2885> 男子生徒

//<2886> ？？
<2886> ？？

//<2887> 「は?　性癖?　開発?　なんだそりゃ?」
<2887> 「は?　性癖?　開発?　なんだそりゃ?」

//<2888> Otonashi
<2888> Otonashi

//<2889> クソ坊主
<2889> クソ坊主

//<2890> 代理人
<2890> 代理人

//<2891> 微妙すぎるイケメン
<2891> 微妙すぎるイケメン

//<2892> ロリコン
<2892> ロリコン

//<2893> メガネ仲間
<2893> メガネ仲間

//<2894> 暗算日本記録保持者
<2894> 暗算日本記録保持者

//<2895> 通り魔
<2895> 通り魔

//<2896> 記憶ナシ男
<2896> 記憶ナシ男

//<2897> 音速
<2897> 音速

//<2898> 無限
<2898> 無限

//<2899> Horny Samurai
<2899> Horny Samurai

//<2900> Super Horny Squad Member 1
<2900> Super Horny Squad Member 1

//<2901> Horny Boy
<2901> Horny Boy

//<2902> Ugly Yuri
<2902> Ugly Yuri

//<2903> Depussy
<2903> Depussy

//<2904> Perverted American Dog
<2904> Perverted American Dog

//<2905> Zeus
<2905> Zeus

//<2906> Hinata mark II
<2906> Hinata mark II

//<2907> Dung Beetle
<2907> Dung Beetle

//<2908> Mass Produced Hinata
<2908> Mass Produced Hinata

//<2909> ？？
<2909> ？？

//<2910> 「ホモだろ?」
<2910> 「ホモだろ?」

//<2911> nothing
<2911> nothing

//<2912> nothing
<2912> nothing

//<2913> nothing
<2913> nothing

//<2914> nothing
<2914> nothing

//<2915> nothing
<2915> nothing

//<2916> Hinata
<2916> Hinata

//<2917> 男Ｂ
<2917> 男Ｂ

//<2918> Super Horny Squad Leader
<2918> Super Horny Squad Leader

//<2919> Handsome-chin
<2919> Handsome-chin

//<2920> Homota
<2920> Homota

//<2921> Hina-chin
<2921> Hina-chin

//<2922> Hideki
<2922> Hideki

//<2923> 男子生徒
<2923> 男子生徒

//<2924> ？？
<2924> ？？

//<2925> 「だから、ちっがーーーう!!　って何度言わせるんだよっ!!」
<2925> 「だから、ちっがーーーう!!　って何度言わせるんだよっ!!」

//<2926> Otonashi
<2926> Otonashi

//<2927> クソ坊主
<2927> クソ坊主

//<2928> 代理人
<2928> 代理人

//<2929> 微妙すぎるイケメン
<2929> 微妙すぎるイケメン

//<2930> ロリコン
<2930> ロリコン

//<2931> メガネ仲間
<2931> メガネ仲間

//<2932> 暗算日本記録保持者
<2932> 暗算日本記録保持者

//<2933> 通り魔
<2933> 通り魔

//<2934> 記憶ナシ男
<2934> 記憶ナシ男

//<2935> 音速
<2935> 音速

//<2936> 無限
<2936> 無限

//<2937> Horny Samurai
<2937> Horny Samurai

//<2938> Super Horny Squad Member 1
<2938> Super Horny Squad Member 1

//<2939> Horny Boy
<2939> Horny Boy

//<2940> Ugly Yuri
<2940> Ugly Yuri

//<2941> Depussy
<2941> Depussy

//<2942> Perverted American Dog
<2942> Perverted American Dog

//<2943> Zeus
<2943> Zeus

//<2944> Hinata mark II
<2944> Hinata mark II

//<2945> Dung Beetle
<2945> Dung Beetle

//<2946> Mass Produced Hinata
<2946> Mass Produced Hinata

//<2947> ？？
<2947> ？？

//<2948> 「え…?　ホモじゃないのか…?」
<2948> 「え…?　ホモじゃないのか…?」

//<2949> nothing
<2949> nothing

//<2950> nothing
<2950> nothing

//<2951> nothing
<2951> nothing

//<2952> nothing
<2952> nothing

//<2953> nothing
<2953> nothing

//<2954> Hinata
<2954> Hinata

//<2955> 男Ｂ
<2955> 男Ｂ

//<2956> Super Horny Squad Leader
<2956> Super Horny Squad Leader

//<2957> Handsome-chin
<2957> Handsome-chin

//<2958> Homota
<2958> Homota

//<2959> Hina-chin
<2959> Hina-chin

//<2960> Hideki
<2960> Hideki

//<2961> 男子生徒
<2961> 男子生徒

//<2962> ？？
<2962> ？？

//<2963> 「じゃねーよっ!!」
<2963> 「じゃねーよっ!!」

//<2964> nothing
<2964> nothing

//<2965> nothing
<2965> nothing

//<2966> nothing
<2966> nothing

//<2967> nothing
<2967> nothing

//<2968> nothing
<2968> nothing

//<2969> Hinata
<2969> Hinata

//<2970> 男Ｂ
<2970> 男Ｂ

//<2971> Super Horny Squad Leader
<2971> Super Horny Squad Leader

//<2972> Handsome-chin
<2972> Handsome-chin

//<2973> Homota
<2973> Homota

//<2974> Hina-chin
<2974> Hina-chin

//<2975> Hideki
<2975> Hideki

//<2976> 男子生徒
<2976> 男子生徒

//<2977> ？？
<2977> ？？

//<2978> 「もし俺がホモでお前狙いだったら、銃の打ち方を教える前に、銃で脅して、なんかしてたんじゃねーの!?」
<2978> 「もし俺がホモでお前狙いだったら、銃の打ち方を教える前に、銃で脅して、なんかしてたんじゃねーの!?」

//<2979> 納得する
<2979> 納得する

//<2980> それすら疑う
<2980> それすら疑う

//<2981> selbtn : 
<2981> selbtn : 

//<2982> Otonashi
<2982> Otonashi

//<2983> クソ坊主
<2983> クソ坊主

//<2984> 代理人
<2984> 代理人

//<2985> 微妙すぎるイケメン
<2985> 微妙すぎるイケメン

//<2986> ロリコン
<2986> ロリコン

//<2987> メガネ仲間
<2987> メガネ仲間

//<2988> 暗算日本記録保持者
<2988> 暗算日本記録保持者

//<2989> 通り魔
<2989> 通り魔

//<2990> 記憶ナシ男
<2990> 記憶ナシ男

//<2991> 音速
<2991> 音速

//<2992> 無限
<2992> 無限

//<2993> Horny Samurai
<2993> Horny Samurai

//<2994> Super Horny Squad Member 1
<2994> Super Horny Squad Member 1

//<2995> Horny Boy
<2995> Horny Boy

//<2996> Ugly Yuri
<2996> Ugly Yuri

//<2997> Depussy
<2997> Depussy

//<2998> Perverted American Dog
<2998> Perverted American Dog

//<2999> Zeus
<2999> Zeus

//<3000> Hinata mark II
<3000> Hinata mark II

//<3001> Dung Beetle
<3001> Dung Beetle

//<3002> Mass Produced Hinata
<3002> Mass Produced Hinata

//<3003> ？？
<3003> ？？

//<3004> 「おお…なるほど、まったくその通りだ!」
<3004> 「おお…なるほど、まったくその通りだ!」

//<3005> 高松
<3005> 高松

//<3006> 「Hinataさんは、言葉がお上手ですね」
<3006> 「Hinataさんは、言葉がお上手ですね」

//<3007> nothing
<3007> nothing

//<3008> nothing
<3008> nothing

//<3009> nothing
<3009> nothing

//<3010> nothing
<3010> nothing

//<3011> nothing
<3011> nothing

//<3012> Hinata
<3012> Hinata

//<3013> 男Ｂ
<3013> 男Ｂ

//<3014> Super Horny Squad Leader
<3014> Super Horny Squad Leader

//<3015> Handsome-chin
<3015> Handsome-chin

//<3016> Homota
<3016> Homota

//<3017> Hina-chin
<3017> Hina-chin

//<3018> Hideki
<3018> Hideki

//<3019> 男子生徒
<3019> 男子生徒

//<3020> ？？
<3020> ？？

//<3021> 「だっからちがうっつーーーの!!」
<3021> 「だっからちがうっつーーーの!!」

//<3022> いきなり、高松の発言により、疑惑が再浮上する。
<3022> いきなり、高松の発言により、疑惑が再浮上する。

//<3023> Hinataはノーマルかもしれない
<3023> Hinataはノーマルかもしれない

//<3024> Hinataはホモだと確信する
<3024> Hinataはホモだと確信する

//<3025> selbtn : 
<3025> selbtn : 

//<3026> nothing
<3026> nothing

//<3027> nothing
<3027> nothing

//<3028> nothing
<3028> nothing

//<3029> nothing
<3029> nothing

//<3030> nothing
<3030> nothing

//<3031> Otonashi
<3031> Otonashi

//<3032> クソ坊主
<3032> クソ坊主

//<3033> 代理人
<3033> 代理人

//<3034> 微妙すぎるイケメン
<3034> 微妙すぎるイケメン

//<3035> ロリコン
<3035> ロリコン

//<3036> メガネ仲間
<3036> メガネ仲間

//<3037> 暗算日本記録保持者
<3037> 暗算日本記録保持者

//<3038> 通り魔
<3038> 通り魔

//<3039> 記憶ナシ男
<3039> 記憶ナシ男

//<3040> 音速
<3040> 音速

//<3041> 無限
<3041> 無限

//<3042> Horny Samurai
<3042> Horny Samurai

//<3043> Super Horny Squad Member 1
<3043> Super Horny Squad Member 1

//<3044> Horny Boy
<3044> Horny Boy

//<3045> Ugly Yuri
<3045> Ugly Yuri

//<3046> Depussy
<3046> Depussy

//<3047> Perverted American Dog
<3047> Perverted American Dog

//<3048> Zeus
<3048> Zeus

//<3049> Hinata mark II
<3049> Hinata mark II

//<3050> Dung Beetle
<3050> Dung Beetle

//<3051> Mass Produced Hinata
<3051> Mass Produced Hinata

//<3052> ？？
<3052> ？？

//<3053> 「お前はノーマルなのかもな…」
<3053> 「お前はノーマルなのかもな…」

//<3054> nothing
<3054> nothing

//<3055> nothing
<3055> nothing

//<3056> nothing
<3056> nothing

//<3057> nothing
<3057> nothing

//<3058> nothing
<3058> nothing

//<3059> Hinata
<3059> Hinata

//<3060> 男Ｂ
<3060> 男Ｂ

//<3061> Super Horny Squad Leader
<3061> Super Horny Squad Leader

//<3062> Handsome-chin
<3062> Handsome-chin

//<3063> Homota
<3063> Homota

//<3064> Hina-chin
<3064> Hina-chin

//<3065> Hideki
<3065> Hideki

//<3066> 男子生徒
<3066> 男子生徒

//<3067> ？？
<3067> ？？

//<3068> 「まあ、その気がないことがわかってくれればいいけどさ…」
<3068> 「まあ、その気がないことがわかってくれればいいけどさ…」

//<3069> Otonashi
<3069> Otonashi

//<3070> クソ坊主
<3070> クソ坊主

//<3071> 代理人
