// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
//<9271> 「Shiina-san,ダメぇぇーー!」
<9271> 「Shiina-san, Noooo!!!」

//<9272> nothing
<9272> nothing

//<9273> nothing
<9273> nothing

//<9274> nothing
<9274> nothing

//<9275> nothing
<9275> nothing

//<9276> nothing
<9276> nothing

//<9277> Shiina
<9277> Shiina

//<9278> 「とぅっ!」
<9278> 「Tou!!!」

//<9279> se_waterdive
<9279> se_waterdive

//<9280> se_stream_loop
<9280> se_stream_loop

//<9281> YuriのVoiceも聞かず,水に飛び込むShiina.
<9281> Ignoring Yuri's voice, Shiina flew towards the water.

//<9282> Otonashi
<9282> Otonashi

//<9283> クソ坊主
<9283> クソ坊主

//<9284> 代理人
<9284> 代理人

//<9285> 微妙すぎるイケメン
<9285> 微妙すぎるイケメン

//<9286> ロリコン
<9286> ロリコン

//<9287> メガネ仲間
<9287> メガネ仲間

//<9288> 暗算日本記録保持者
<9288> 暗算日本記録保持者

//<9289> 通り魔
<9289> 通り魔

//<9290> 記憶ナシ男
<9290> 記憶ナシ男

//<9291> 音速
<9291> 音速

//<9292> 無限
<9292> 無限

//<9293> エロ侍
<9293> エロ侍

//<9294> エロエロ団ナンバー１
<9294> エロエロ団ナンバー１

//<9295> ただのエロ少年
<9295> ただのエロ少年

//<9296> ユリブサイク
<9296> ユリブサイク

//<9297> ドピュッシー
<9297> ドピュッシー

//<9298> アメリカンエロドッグ
<9298> アメリカンエロドッグ

//<9299> ゼウス
<9299> ゼウス

//<9300> HinatamarkⅡ
<9300> HinatamarkⅡ

//<9301> 糞虫
<9301> 糞虫

//<9302> 量産型Hinata
<9302> 量産型Hinata

//<9303> ？？
<9303> ？？

//<9304> 「えー!」
<9304> 「What the hell!」

//<9305> none
<9305> none

//<9306> 激しい流れの中,Shiinaがなんとか子犬のぬいぐるみを掴み取る.
<9306> Although the current was strong, Shiina managed to grab the puppy doll.

//<9307> none
<9307> none

//<9308> Shiina
<9308> Shiina

//<9309> 「A blunder!　ぬいぐるみだったあぁぁぁーー……」
<9309> 「A blunder! It was a doll!!!!!!」

//<9310> そのまま流されていった.
<9310> She flowed away.

//<9311> nothing
<9311> nothing

//<9312> nothing
<9312> nothing

//<9313> nothing
<9313> nothing

//<9314> nothing
<9314> nothing

//<9315> nothing
<9315> nothing

//<9316> Yuri
<9316> Yuri

//<9317> 女生徒
<9317> 女生徒

//<9318> ？？
<9318> ？？

//<9319> 「Shiina-sanまでも,トラップの犠牲に…」
<9319> 「Even Shiina-san was sacrificed…」

//<9320> Otonashi
<9320> Otonashi

//<9321> クソ坊主
<9321> クソ坊主

//<9322> 代理人
<9322> 代理人

//<9323> 微妙すぎるイケメン
<9323> 微妙すぎるイケメン

//<9324> ロリコン
<9324> ロリコン

//<9325> メガネ仲間
<9325> メガネ仲間

//<9326> 暗算日本記録保持者
<9326> 暗算日本記録保持者

//<9327> 通り魔
<9327> 通り魔

//<9328> 記憶ナシ男
<9328> 記憶ナシ男

//<9329> 音速
<9329> 音速

//<9330> 無限
<9330> 無限

//<9331> エロ侍
<9331> エロ侍

//<9332> エロエロ団ナンバー１
<9332> エロエロ団ナンバー１

//<9333> ただのエロ少年
<9333> ただのエロ少年

//<9334> ユリブサイク
<9334> ユリブサイク

//<9335> ドピュッシー
<9335> ドピュッシー

//<9336> アメリカンエロドッグ
<9336> アメリカンエロドッグ

//<9337> ゼウス
<9337> ゼウス

//<9338> HinatamarkⅡ
<9338> HinatamarkⅡ

//<9339> 糞虫
<9339> 糞虫

//<9340> 量産型Hinata
<9340> 量産型Hinata

//<9341> ？？
<9341> ？？

//<9342> 「あれもトラップかよっ!　つか,一目でおもちゃって気づけよ…」
<9342> 「How the hell is that a trap!? Isn't that just a normal doll…?」

//<9343> nothing
<9343> nothing

//<9344> nothing
<9344> nothing

//<9345> nothing
<9345> nothing

//<9346> nothing
<9346> nothing

//<9347> nothing
<9347> nothing

//<9348> Yuri
<9348> Yuri

//<9349> 女生徒
<9349> 女生徒

//<9350> ？？
<9350> ？？

//<9351> 「可愛いものに対する誤認は,彼女の弱点よ…」
<9351> 「She loses her mind when she sees cute objects. That's her weakness…」

//<9352> Otonashi
<9352> Otonashi

//<9353> クソ坊主
<9353> クソ坊主

//<9354> 代理人
<9354> 代理人

//<9355> 微妙すぎるイケメン
<9355> 微妙すぎるイケメン

//<9356> ロリコン
<9356> ロリコン

//<9357> メガネ仲間
<9357> メガネ仲間

//<9358> 暗算日本記録保持者
<9358> 暗算日本記録保持者

//<9359> 通り魔
<9359> 通り魔

//<9360> 記憶ナシ男
<9360> 記憶ナシ男

//<9361> 音速
<9361> 音速

//<9362> 無限
<9362> 無限

//<9363> エロ侍
<9363> エロ侍

//<9364> エロエロ団ナンバー１
<9364> エロエロ団ナンバー１

//<9365> ただのエロ少年
<9365> ただのエロ少年

//<9366> ユリブサイク
<9366> ユリブサイク

//<9367> ドピュッシー
<9367> ドピュッシー

//<9368> アメリカンエロドッグ
<9368> アメリカンエロドッグ

//<9369> ゼウス
<9369> ゼウス

//<9370> HinatamarkⅡ
<9370> HinatamarkⅡ

//<9371> 糞虫
<9371> 糞虫

//<9372> 量産型Hinata
<9372> 量産型Hinata

//<9373> ？？
<9373> ？？

//<9374> 「へぇ…可愛いとこあんだな…」
<9374> 「Hmm… So even she has a cute side…」

//<9375> Yuriはその流されていった川下をしばらく見つめていた.
<9375> Yuri stared at the river for some time.

//<9376> nothing
<9376> nothing

//<9377> nothing
<9377> nothing

//<9378> nothing
<9378> nothing

//<9379> nothing
<9379> nothing

//<9380> nothing
<9380> nothing

//<9381> nothing
<9381> nothing

//<9382> 俺はShiinaの言っていた先へ進んだ.
<9382> I kept on going towards where Shiina pointed.

//<9383> Otonashi
<9383> Otonashi

//<9384> クソ坊主
<9384> クソ坊主

//<9385> 代理人
<9385> 代理人

//<9386> 微妙すぎるイケメン
<9386> 微妙すぎるイケメン

//<9387> ロリコン
<9387> ロリコン

//<9388> メガネ仲間
<9388> メガネ仲間

//<9389> 暗算日本記録保持者
<9389> 暗算日本記録保持者

//<9390> 通り魔
<9390> 通り魔

//<9391> 記憶ナシ男
<9391> 記憶ナシ男

//<9392> 音速
<9392> 音速

//<9393> 無限
<9393> 無限

//<9394> エロ侍
<9394> エロ侍

//<9395> エロエロ団ナンバー１
<9395> エロエロ団ナンバー１

//<9396> ただのエロ少年
<9396> ただのエロ少年

//<9397> ユリブサイク
<9397> ユリブサイク

//<9398> ドピュッシー
<9398> ドピュッシー

//<9399> アメリカンエロドッグ
<9399> アメリカンエロドッグ

//<9400> ゼウス
<9400> ゼウス

//<9401> HinatamarkⅡ
<9401> HinatamarkⅡ

//<9402> 糞虫
<9402> 糞虫

//<9403> 量産型Hinata
<9403> 量産型Hinata

//<9404> ？？
<9404> ？？

//<9405> 「梯子がある.登ろう」
<9405> 「There's a ladder. Let's climb.」

//<9406> se_air
<9406> se_air

//<9407> nothing
<9407> nothing

//<9408> 
<9408> 

//<9409> 
<9409> 

//<9410> nothing
<9410> nothing

//<9411> nothing
<9411> nothing

//<9412> nothing
<9412> nothing

//<9413> nothing
<9413> nothing

//<9414> nothing
<9414> nothing

//<9415> nothing
<9415> nothing

//<9416> Yuriはずっと無言で歩いている.
<9416> Yuri didn't say a word while she was walking.

//<9417> 落ち込んでいるように見えた.
<9417> She seemed to be down.

//<9418> 気を利かせてみる
<9418> Cheer her up

//<9419> Yuriにひたすらついていく
<9419> Don't say a word

//<9420> 後ろからそっと抱き安心させる
<9420> Give a gentle hug from the back

//<9421> selbtn : 
<9421> selbtn : 

//<9422> だから,俺は気を利かせてみた.
<9422> Well, let's cheer her up.

//<9423> Otonashi
<9423> Otonashi

//<9424> クソ坊主
<9424> クソ坊主

//<9425> 代理人
<9425> 代理人

//<9426> 微妙すぎるイケメン
<9426> 微妙すぎるイケメン

//<9427> ロリコン
<9427> ロリコン

//<9428> メガネ仲間
<9428> メガネ仲間

//<9429> 暗算日本記録保持者
<9429> 暗算日本記録保持者

//<9430> 通り魔
<9430> 通り魔

//<9431> 記憶ナシ男
<9431> 記憶ナシ男

//<9432> 音速
<9432> 音速

//<9433> 無限
<9433> 無限

//<9434> エロ侍
<9434> エロ侍

//<9435> エロエロ団ナンバー１
<9435> エロエロ団ナンバー１

//<9436> ただのエロ少年
<9436> ただのエロ少年

//<9437> ユリブサイク
<9437> ユリブサイク

//<9438> ドピュッシー
<9438> ドピュッシー

//<9439> アメリカンエロドッグ
<9439> アメリカンエロドッグ

//<9440> ゼウス
<9440> ゼウス

//<9441> HinatamarkⅡ
<9441> HinatamarkⅡ

//<9442> 糞虫
<9442> 糞虫

//<9443> 量産型Hinata
<9443> 量産型Hinata

//<9444> ？？
<9444> ？？

//<9445> 「なあ,ちょっと休んでいかないか」
<9445> 「Hey, let's rest for a bit.」

//<9446> nothing
<9446> nothing

//<9447> nothing
<9447> nothing

//<9448> nothing
<9448> nothing

//<9449> nothing
<9449> nothing

//<9450> nothing
<9450> nothing

//<9451> Yuri
<9451> Yuri

//<9452> 女生徒
<9452> 女生徒

//<9453> ？？
<9453> ？？

//<9454> 「残ったのはあなただけね」
<9454> 「You're the only one that's left.」

//<9455> Otonashi
<9455> Otonashi

//<9456> クソ坊主
<9456> クソ坊主

//<9457> 代理人
<9457> 代理人

//<9458> 微妙すぎるイケメン
<9458> 微妙すぎるイケメン

//<9459> ロリコン
<9459> ロリコン

//<9460> メガネ仲間
<9460> メガネ仲間

//<9461> 暗算日本記録保持者
<9461> 暗算日本記録保持者

//<9462> 通り魔
<9462> 通り魔

//<9463> 記憶ナシ男
<9463> 記憶ナシ男

//<9464> 音速
<9464> 音速

//<9465> 無限
<9465> 無限

//<9466> エロ侍
<9466> エロ侍

//<9467> エロエロ団ナンバー１
<9467> エロエロ団ナンバー１

//<9468> ただのエロ少年
<9468> ただのエロ少年

//<9469> ユリブサイク
<9469> ユリブサイク

//<9470> ドピュッシー
<9470> ドピュッシー

//<9471> アメリカンエロドッグ
<9471> アメリカンエロドッグ

//<9472> ゼウス
<9472> ゼウス

//<9473> HinatamarkⅡ
<9473> HinatamarkⅡ

//<9474> 糞虫
<9474> 糞虫

//<9475> 量産型Hinata
<9475> 量産型Hinata

//<9476> ？？
<9476> ？？

//<9477> 「あ,ああ…みたいだな…」
<9477> 「Yeah… I guess so…」

//<9478> nothing
<9478> nothing

//<9479> nothing
<9479> nothing

//<9480> nothing
<9480> nothing

//<9481> nothing
<9481> nothing

//<9482> nothing
<9482> nothing

//<9483> Yuri
<9483> Yuri

//<9484> 女生徒
<9484> 女生徒

//<9485> ？？
<9485> ？？

//<9486> 「ほんとの軍隊ならみんな死んで全滅じゃない…ひどいリーダーね…」
<9486> 「If this was a real military, then we would've been annihilated… What a joke of a leader…」

//<9487> やはりそのことで気落ちしていたのか.
<9487> So that was her reason for being down.

//<9488> Otonashi
<9488> Otonashi

//<9489> クソ坊主
<9489> クソ坊主

//<9490> 代理人
<9490> 代理人

//<9491> 微妙すぎるイケメン
<9491> 微妙すぎるイケメン

//<9492> ロリコン
<9492> ロリコン

//<9493> メガネ仲間
<9493> メガネ仲間

//<9494> 暗算日本記録保持者
<9494> 暗算日本記録保持者

//<9495> 通り魔
<9495> 通り魔

//<9496> 記憶ナシ男
<9496> 記憶ナシ男

//<9497> 音速
<9497> 音速

//<9498> 無限
<9498> 無限

//<9499> エロ侍
<9499> エロ侍

//<9500> エロエロ団ナンバー１
<9500> エロエロ団ナンバー１

//<9501> ただのエロ少年
<9501> ただのエロ少年

//<9502> ユリブサイク
<9502> ユリブサイク

//<9503> ドピュッシー
<9503> ドピュッシー

//<9504> アメリカンエロドッグ
<9504> アメリカンエロドッグ

//<9505> ゼウス
<9505> ゼウス

//<9506> HinatamarkⅡ
<9506> HinatamarkⅡ

//<9507> 糞虫
<9507> 糞虫

//<9508> 量産型Hinata
<9508> 量産型Hinata

//<9509> ？？
<9509> ？？

//<9510> 「仕方ないだろ…対Tenshi用のトラップだ.これぐらいでなきゃ意味ないだろ?」
<9510> 「It can't be helped… These are anti-Tenshi traps. There won't be any meaning to these if they aren't of this level, right?」

//<9511> nothing
<9511> nothing

//<9512> nothing
<9512> nothing

//<9513> nothing
<9513> nothing

//<9514> nothing
<9514> nothing

//<9515> nothing
<9515> nothing

//<9516> Yuri
<9516> Yuri

//<9517> 女生徒
<9517> 女生徒

//<9518> ？？
<9518> ？？

//<9519> 「………」
<9519> 「………」

//<9520> Otonashi
<9520> Otonashi

//<9521> クソ坊主
<9521> クソ坊主

//<9522> 代理人
<9522> 代理人

//<9523> 微妙すぎるイケメン
<9523> 微妙すぎるイケメン

//<9524> ロリコン
<9524> ロリコン

//<9525> メガネ仲間
<9525> メガネ仲間

//<9526> 暗算日本記録保持者
<9526> 暗算日本記録保持者

//<9527> 通り魔
<9527> 通り魔

//<9528> 記憶ナシ男
<9528> 記憶ナシ男

//<9529> 音速
<9529> 音速

//<9530> 無限
<9530> 無限

//<9531> エロ侍
<9531> エロ侍

//<9532> エロエロ団ナンバー１
<9532> エロエロ団ナンバー１

//<9533> ただのエロ少年
<9533> ただのエロ少年

//<9534> ユリブサイク
<9534> ユリブサイク

//<9535> ドピュッシー
<9535> ドピュッシー

//<9536> アメリカンエロドッグ
<9536> アメリカンエロドッグ

//<9537> ゼウス
<9537> ゼウス

//<9538> HinatamarkⅡ
<9538> HinatamarkⅡ

//<9539> 糞虫
<9539> 糞虫

//<9540> 量産型Hinata
<9540> 量産型Hinata

//<9541> ？？
<9541> ？？

//<9542> 「俺さ,ここまで来るのにすんげー疲れたんだよ.だから休もうぜ?　な?」
<9542> 「You know, I'm so tired right now. Let's rest for a bit. Please?」

//<9543> nothing
<9543> nothing

//<9544> nothing
<9544> nothing

//<9545> nothing
<9545> nothing

//<9546> nothing
<9546> nothing

//<9547> nothing
<9547> nothing

//<9548> Yuri
<9548> Yuri

//<9549> 女生徒
<9549> 女生徒

//<9550> ？？
<9550> ？？

//<9551> 「そうね…服も乾かしたいし」
<9551> 「OK… I want to dry my clothes too.」

//<9552> ようやく聞き入れてくれた.
<9552> Looks like she finally heard me.

//<9553> nothing
<9553> nothing

//<9554> nothing
<9554> nothing

//<9555> nothing
<9555> nothing

//<9556> nothing
<9556> nothing

//<9557> nothing
<9557> nothing

//<9558> nothing
<9558> nothing

//<9559> ふたり,通路の窪みで一息つく.
<9559> The two of us huddled up in a cavity in the wall.

//<9560> ………
<9560> ………

//<9561> ……
<9561> ……

//<9562> …無言が続く.
<9562> …We stayed silent.

//<9563> あのYuriがここまで落ち込むなんて…
<9563> I didn't expect Yuri to be this down…

//<9564> だから,俺から話すきっかけを作ってみた.
<9564> Let's start a conversation.

//<9565> リーダーになった理由
<9565> Why she became the leader
