// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
//<6084> HinatamarkⅡ
<6084> HinatamarkⅡ

//<6085> 糞虫
<6085> 糞虫

//<6086> 量産型Hinata
<6086> 量産型Hinata

//<6087> ？？
<6087> ？？

//<6088> (はー,こいつは,やべぇ…)
<6088> (Haa… This is too dangerous…)

//<6089> Otonashi
<6089> Otonashi

//<6090> クソ坊主
<6090> クソ坊主

//<6091> 代理人
<6091> 代理人

//<6092> 微妙すぎるイケメン
<6092> 微妙すぎるイケメン

//<6093> ロリコン
<6093> ロリコン

//<6094> メガネ仲間
<6094> メガネ仲間

//<6095> 暗算日本記録保持者
<6095> 暗算日本記録保持者

//<6096> 通り魔
<6096> 通り魔

//<6097> 記憶ナシ男
<6097> 記憶ナシ男

//<6098> 音速
<6098> 音速

//<6099> 無限
<6099> 無限

//<6100> Horny Samurai
<6100> Horny Samurai

//<6101> Super Horny Squad Member 1
<6101> Super Horny Squad Member 1

//<6102> Horny Boy
<6102> Horny Boy

//<6103> ユリブサイク
<6103> ユリブサイク

//<6104> ドピュッシー
<6104> ドピュッシー

//<6105> アメリカンエロドッグ
<6105> アメリカンエロドッグ

//<6106> ゼウス
<6106> ゼウス

//<6107> HinatamarkⅡ
<6107> HinatamarkⅡ

//<6108> 糞虫
<6108> 糞虫

//<6109> 量産型Hinata
<6109> 量産型Hinata

//<6110> ？？
<6110> ？？

//<6111> (このへんにあの辺りが当たるのかな…)
<6111> (Does her thing touch around here…?)

//<6112> Otonashi
<6112> Otonashi

//<6113> クソ坊主
<6113> クソ坊主

//<6114> 代理人
<6114> 代理人

//<6115> 微妙すぎるイケメン
<6115> 微妙すぎるイケメン

//<6116> ロリコン
<6116> ロリコン

//<6117> メガネ仲間
<6117> メガネ仲間

//<6118> 暗算日本記録保持者
<6118> 暗算日本記録保持者

//<6119> 通り魔
<6119> 通り魔

//<6120> 記憶ナシ男
<6120> 記憶ナシ男

//<6121> 音速
<6121> 音速

//<6122> 無限
<6122> 無限

//<6123> Horny Samurai
<6123> Horny Samurai

//<6124> Super Horny Squad Member 1
<6124> Super Horny Squad Member 1

//<6125> Horny Boy
<6125> Horny Boy

//<6126> ユリブサイク
<6126> ユリブサイク

//<6127> ドピュッシー
<6127> ドピュッシー

//<6128> アメリカンエロドッグ
<6128> アメリカンエロドッグ

//<6129> ゼウス
<6129> ゼウス

//<6130> HinatamarkⅡ
<6130> HinatamarkⅡ

//<6131> 糞虫
<6131> 糞虫

//<6132> 量産型Hinata
<6132> 量産型Hinata

//<6133> ？？
<6133> ？？

//<6134> 「ばはふっ!」
<6134> 「Bahafu!」

//<6135> 駄目だ…興奮が止まらない!
<6135> I can't… I'm too excited!

//<6136> 何度も鼻血を噴出させてしまう。
<6136> I bled multiple times from my nose.

//<6137> 
<6137> 

//<6138> Otonashi
<6138> Otonashi

//<6139> クソ坊主
<6139> クソ坊主

//<6140> 代理人
<6140> 代理人

//<6141> 微妙すぎるイケメン
<6141> 微妙すぎるイケメン

//<6142> ロリコン
<6142> ロリコン

//<6143> メガネ仲間
<6143> メガネ仲間

//<6144> 暗算日本記録保持者
<6144> 暗算日本記録保持者

//<6145> 通り魔
<6145> 通り魔

//<6146> 記憶ナシ男
<6146> 記憶ナシ男

//<6147> 音速
<6147> 音速

//<6148> 無限
<6148> 無限

//<6149> Horny Samurai
<6149> Horny Samurai

//<6150> Super Horny Squad Member 1
<6150> Super Horny Squad Member 1

//<6151> Horny Boy
<6151> Horny Boy

//<6152> ユリブサイク
<6152> ユリブサイク

//<6153> ドピュッシー
<6153> ドピュッシー

//<6154> アメリカンエロドッグ
<6154> アメリカンエロドッグ

//<6155> ゼウス
<6155> ゼウス

//<6156> HinatamarkⅡ
<6156> HinatamarkⅡ

//<6157> 糞虫
<6157> 糞虫

//<6158> 量産型Hinata
<6158> 量産型Hinata

//<6159> ？？
<6159> ？？

//<6160> 「ふぅ…」
<6160> 「Phew…」

//<6161> ひとしきりパンツを楽しんだ…いや,楽しんでしまった…
<6161> I enjoyed… No, I ended up enjoying the panties for a while…

//<6162> 鼻血でパンツに点々と赤いシミを作ってしまっていた…
<6162> There were red smudges on the panties from my nosebleed…

//<6163> Yuriのパンツは,一度部屋から出て,流しで水洗いし,クローゼットの中のハンガーに掛け,乾かすことに。
<6163> I decided to wash the panties in flowing water, and hang it up on a hanger in the closet.

//<6164> Hinataが戻ってくる。
<6164> Hinata returned from his bath.

//<6165> nothing
<6165> nothing

//<6166> nothing
<6166> nothing

//<6167> nothing
<6167> nothing

//<6168> nothing
<6168> nothing

//<6169> nothing
<6169> nothing

//<6170> Hinata
<6170> Hinata

//<6171> 男Ｂ
<6171> 男Ｂ

//<6172> Super Horny Squad Leader
<6172> Super Horny Squad Leader

//<6173> イケチン
<6173> イケチン

//<6174> ホモ太
<6174> ホモ太

//<6175> ひなチン
<6175> ひなチン

//<6176> 秀樹
<6176> 秀樹

//<6177> 男子生徒
<6177> 男子生徒

//<6178> ？？
<6178> ？？

//<6179> 「鼻血まみれじゃねーか!　きたねー!」
<6179> 「Why is there a pool of blood? Disgusting!」

//<6180> Otonashi
<6180> Otonashi

//<6181> クソ坊主
<6181> クソ坊主

//<6182> 代理人
<6182> 代理人

//<6183> 微妙すぎるイケメン
<6183> 微妙すぎるイケメン

//<6184> ロリコン
<6184> ロリコン

//<6185> メガネ仲間
<6185> メガネ仲間

//<6186> 暗算日本記録保持者
<6186> 暗算日本記録保持者

//<6187> 通り魔
<6187> 通り魔

//<6188> 記憶ナシ男
<6188> 記憶ナシ男

//<6189> 音速
<6189> 音速

//<6190> 無限
<6190> 無限

//<6191> Horny Samurai
<6191> Horny Samurai

//<6192> Super Horny Squad Member 1
<6192> Super Horny Squad Member 1

//<6193> Horny Boy
<6193> Horny Boy

//<6194> ユリブサイク
<6194> ユリブサイク

//<6195> ドピュッシー
<6195> ドピュッシー

//<6196> アメリカンエロドッグ
<6196> アメリカンエロドッグ

//<6197> ゼウス
<6197> ゼウス

//<6198> HinatamarkⅡ
<6198> HinatamarkⅡ

//<6199> 糞虫
<6199> 糞虫

//<6200> 量産型Hinata
<6200> 量産型Hinata

//<6201> ？？
<6201> ？？

//<6202> 「すまない…」
<6202> 「Sorry…」

//<6203> その俺はHinataにすがるようにお願いする。
<6203> And then, I hung on to Hinata, and begged him.

//<6204> Horny Samuraiと呼んでくれ
<6204> Please call me Horny Samurai

//<6205> エロエロ少年と呼んでくれ
<6205> Please call me Super Horny Boy

//<6206> selbtn : 
<6206> selbtn : 

//<6207> Otonashi
<6207> Otonashi

//<6208> クソ坊主
<6208> クソ坊主

//<6209> 代理人
<6209> 代理人

//<6210> 微妙すぎるイケメン
<6210> 微妙すぎるイケメン

//<6211> ロリコン
<6211> ロリコン

//<6212> メガネ仲間
<6212> メガネ仲間

//<6213> 暗算日本記録保持者
<6213> 暗算日本記録保持者

//<6214> 通り魔
<6214> 通り魔

//<6215> 記憶ナシ男
<6215> 記憶ナシ男

//<6216> 音速
<6216> 音速

//<6217> 無限
<6217> 無限

//<6218> Horny Samurai
<6218> Horny Samurai

//<6219> Super Horny Squad Member 1
<6219> Super Horny Squad Member 1

//<6220> Horny Boy
<6220> Horny Boy

//<6221> ユリブサイク
<6221> ユリブサイク

//<6222> ドピュッシー
<6222> ドピュッシー

//<6223> アメリカンエロドッグ
<6223> アメリカンエロドッグ

//<6224> ゼウス
<6224> ゼウス

//<6225> HinatamarkⅡ
<6225> HinatamarkⅡ

//<6226> 糞虫
<6226> 糞虫

//<6227> 量産型Hinata
<6227> 量産型Hinata

//<6228> ？？
<6228> ？？

//<6229> 「なあ,Hinata,これから俺のことはHorny Samuraiと呼んでくれないか」
<6229> 「Hey, Hinata. Can you call me Horny Samurai from now on?」

//<6230> nothing
<6230> nothing

//<6231> nothing
<6231> nothing

//<6232> nothing
<6232> nothing

//<6233> nothing
<6233> nothing

//<6234> nothing
<6234> nothing

//<6235> Hinata
<6235> Hinata

//<6236> 男Ｂ
<6236> 男Ｂ

//<6237> Super Horny Squad Leader
<6237> Super Horny Squad Leader

//<6238> イケチン
<6238> イケチン

//<6239> ホモ太
<6239> ホモ太

//<6240> ひなチン
<6240> ひなチン

//<6241> 秀樹
<6241> 秀樹

//<6242> 男子生徒
<6242> 男子生徒

//<6243> ？？
<6243> ？？

//<6244> 「は?　えろざむらい?　どーして?」
<6244> 「Huh? Horny Samurai? Why?」

//<6245> Otonashi
<6245> Otonashi

//<6246> クソ坊主
<6246> クソ坊主

//<6247> 代理人
<6247> 代理人

//<6248> 微妙すぎるイケメン
<6248> 微妙すぎるイケメン

//<6249> ロリコン
<6249> ロリコン

//<6250> メガネ仲間
<6250> メガネ仲間

//<6251> 暗算日本記録保持者
<6251> 暗算日本記録保持者

//<6252> 通り魔
<6252> 通り魔

//<6253> 記憶ナシ男
<6253> 記憶ナシ男

//<6254> 音速
<6254> 音速

//<6255> 無限
<6255> 無限

//<6256> Horny Samurai
<6256> Horny Samurai

//<6257> Super Horny Squad Member 1
<6257> Super Horny Squad Member 1

//<6258> Horny Boy
<6258> Horny Boy

//<6259> ユリブサイク
<6259> ユリブサイク

//<6260> ドピュッシー
<6260> ドピュッシー

//<6261> アメリカンエロドッグ
<6261> アメリカンエロドッグ

//<6262> ゼウス
<6262> ゼウス

//<6263> HinatamarkⅡ
<6263> HinatamarkⅡ

//<6264> 糞虫
<6264> 糞虫

//<6265> 量産型Hinata
<6265> 量産型Hinata

//<6266> ？？
<6266> ？？

//<6267> 「百人斬りレベルで,鼻血を噴出させ続けたからだ…」
<6267> 「A 100 people's worth of blood came out of my nose…」

//<6268> nothing
<6268> nothing

//<6269> nothing
<6269> nothing

//<6270> nothing
<6270> nothing

//<6271> nothing
<6271> nothing

//<6272> nothing
<6272> nothing

//<6273> Hinata
<6273> Hinata

//<6274> 男Ｂ
<6274> 男Ｂ

//<6275> Super Horny Squad Leader
<6275> Super Horny Squad Leader

//<6276> イケチン
<6276> イケチン

//<6277> ホモ太
<6277> ホモ太

//<6278> ひなチン
<6278> ひなチン

//<6279> 秀樹
<6279> 秀樹

//<6280> 男子生徒
<6280> 男子生徒

//<6281> ？？
<6281> ？？

//<6282> 「のようだな…」
<6282> 「It seems like it…」

//<6283> Otonashi
<6283> Otonashi

//<6284> クソ坊主
<6284> クソ坊主

//<6285> 代理人
<6285> 代理人

//<6286> 微妙すぎるイケメン
<6286> 微妙すぎるイケメン

//<6287> ロリコン
<6287> ロリコン

//<6288> メガネ仲間
<6288> メガネ仲間

//<6289> 暗算日本記録保持者
<6289> 暗算日本記録保持者

//<6290> 通り魔
<6290> 通り魔

//<6291> 記憶ナシ男
<6291> 記憶ナシ男

//<6292> 音速
<6292> 音速

//<6293> 無限
<6293> 無限

//<6294> Horny Samurai
<6294> Horny Samurai

//<6295> Super Horny Squad Member 1
<6295> Super Horny Squad Member 1

//<6296> Horny Boy
<6296> Horny Boy

//<6297> ユリブサイク
<6297> ユリブサイク

//<6298> ドピュッシー
<6298> ドピュッシー

//<6299> アメリカンエロドッグ
<6299> アメリカンエロドッグ

//<6300> ゼウス
<6300> ゼウス

//<6301> HinatamarkⅡ
<6301> HinatamarkⅡ

//<6302> 糞虫
<6302> 糞虫

//<6303> 量産型Hinata
<6303> 量産型Hinata

//<6304> ？？
<6304> ？？

//<6305> 「まあ,相手はひとりだけどさ…」
<6305> 「Well, it was a battle against myself…」

//<6306> nothing
<6306> nothing

//<6307> nothing
<6307> nothing

//<6308> nothing
<6308> nothing

//<6309> nothing
<6309> nothing

//<6310> nothing
<6310> nothing

//<6311> Hinata
<6311> Hinata

//<6312> 男Ｂ
<6312> 男Ｂ

//<6313> Super Horny Squad Leader
<6313> Super Horny Squad Leader

//<6314> イケチン
<6314> イケチン

//<6315> ホモ太
<6315> ホモ太

//<6316> ひなチン
<6316> ひなチン

//<6317> 秀樹
<6317> 秀樹

//<6318> 男子生徒
<6318> 男子生徒

//<6319> ？？
<6319> ？？

//<6320> 「相変わらずすげぇーな…お前のエロへのわんぱく感は…」
<6320> 「Your pursuit for the erotic… It's amazing as usual…」

//<6321> Otonashi
<6321> Otonashi

//<6322> クソ坊主
<6322> クソ坊主

//<6323> 代理人
<6323> 代理人

//<6324> 微妙すぎるイケメン
<6324> 微妙すぎるイケメン

//<6325> ロリコン
<6325> ロリコン

//<6326> メガネ仲間
<6326> メガネ仲間

//<6327> 暗算日本記録保持者
<6327> 暗算日本記録保持者

//<6328> 通り魔
<6328> 通り魔

//<6329> 記憶ナシ男
<6329> 記憶ナシ男

//<6330> 音速
<6330> 音速

//<6331> 無限
<6331> 無限

//<6332> Horny Samurai
<6332> Horny Samurai

//<6333> Super Horny Squad Member 1
<6333> Super Horny Squad Member 1

//<6334> Horny Boy
<6334> Horny Boy

//<6335> ユリブサイク
<6335> ユリブサイク

//<6336> ドピュッシー
<6336> ドピュッシー

//<6337> アメリカンエロドッグ
<6337> アメリカンエロドッグ

//<6338> ゼウス
<6338> ゼウス

//<6339> HinatamarkⅡ
<6339> HinatamarkⅡ

//<6340> 糞虫
<6340> 糞虫

//<6341> 量産型Hinata
<6341> 量産型Hinata

//<6342> ？？
<6342> ？？

//<6343> 「いや,恐らく相手がYuriだからだ…歯止めが利かなくなった…」
<6343> 「No, it's probably because I've fallen for Yuri… I can't stop myself anymore…」

//<6344> nothing
<6344> nothing

//<6345> nothing
<6345> nothing

//<6346> nothing
<6346> nothing

//<6347> nothing
<6347> nothing

//<6348> nothing
<6348> nothing

//<6349> Hinata
<6349> Hinata

//<6350> 男Ｂ
<6350> 男Ｂ

//<6351> Super Horny Squad Leader
<6351> Super Horny Squad Leader

//<6352> イケチン
<6352> イケチン

//<6353> ホモ太
<6353> ホモ太

//<6354> ひなチン
<6354> ひなチン

//<6355> 秀樹
<6355> 秀樹

//<6356> 男子生徒
<6356> 男子生徒

//<6357> ？？
<6357> ？？

//<6358> 「そこまでの奴とは思えないんだけどなぁ…」
<6358> 「You don't look like a guy who would go that far…」

//<6359> nothing
<6359> nothing

//<6360> nothing
<6360> nothing

//<6361> nothing
<6361> nothing

//<6362> nothing
<6362> nothing

//<6363> nothing
<6363> nothing

//<6364> Hinata
<6364> Hinata

//<6365> 男Ｂ
<6365> 男Ｂ

//<6366> Super Horny Squad Leader
<6366> Super Horny Squad Leader

//<6367> イケチン
<6367> イケチン

//<6368> ホモ太
<6368> ホモ太

//<6369> ひなチン
<6369> ひなチン

//<6370> 秀樹
<6370> 秀樹

//<6371> 男子生徒
<6371> 男子生徒

//<6372> ？？
<6372> ？？

//<6373> 「で,なんだって?　なんて呼べばいいんだっけ?」
<6373> 「So, what was it again? What should I call you as?」

//<6374> Otonashi
<6374> Otonashi

//<6375> クソ坊主
<6375> クソ坊主

//<6376> 代理人
<6376> 代理人

//<6377> 微妙すぎるイケメン
<6377> 微妙すぎるイケメン

//<6378> ロリコン
<6378> ロリコン

//<6379> メガネ仲間
<6379> メガネ仲間

//<6380> 暗算日本記録保持者
<6380> 暗算日本記録保持者

//<6381> 通り魔
<6381> 通り魔

//<6382> 記憶ナシ男
<6382> 記憶ナシ男

//<6383> 音速
<6383> 音速

//<6384> 無限
<6384> 無限

//<6385> Horny Samurai
<6385> Horny Samurai

//<6386> Super Horny Squad Member 1
<6386> Super Horny Squad Member 1

//<6387> Horny Boy
<6387> Horny Boy

//<6388> ユリブサイク
<6388> ユリブサイク

//<6389> ドピュッシー
<6389> ドピュッシー

//<6390> アメリカンエロドッグ
<6390> アメリカンエロドッグ

//<6391> ゼウス
<6391> ゼウス

//<6392> HinatamarkⅡ
<6392> HinatamarkⅡ

//<6393> 糞虫
<6393> 糞虫

//<6394> 量産型Hinata
<6394> 量産型Hinata

//<6395> ？？
<6395> ？？

//<6396> 「Horny Samurai」
<6396> 「Horny Samurai.」

//<6397> nothing
<6397> nothing

//<6398> nothing
<6398> nothing

//<6399> nothing
<6399> nothing

//<6400> nothing
<6400> nothing

//<6401> nothing
<6401> nothing

//<6402> Hinata
<6402> Hinata

//<6403> 男Ｂ
<6403> 男Ｂ

//<6404> Super Horny Squad Leader
<6404> Super Horny Squad Leader

//<6405> イケチン
<6405> イケチン

//<6406> ホモ太
<6406> ホモ太

//<6407> ひなチン
<6407> ひなチン

//<6408> 秀樹
<6408> 秀樹

//<6409> 男子生徒
<6409> 男子生徒

//<6410> ？？
<6410> ？？

//<6411> 「わかったよ…お前はこれから,Horny Samurai。そう呼ぶよ」
<6411> 「Fine… From now on, I'll call you Horny Samurai.」

//<6412> Otonashi
<6412> Otonashi
